action,owner,repo,sub_path,github_url,marketplace_url,usage_count,workflow_count,tag_versions,sha_pinned_versions,is_sha_pinned,is_mixed_pinning,example_workflows
dependabot/fetch-metadata,dependabot,fetch-metadata,,https://github.com/dependabot/fetch-metadata,https://github.com/marketplace/actions/fetch-metadata,3,3,v1; v2; v2.2.0,0,False,False,npm/map-workspaces; navikt/dp-datadeling; neuro-inc/platform-registry-api
snapcore/action-build,snapcore,action-build,,https://github.com/snapcore/action-build,https://github.com/marketplace/actions/action-build,3,3,v1,0,False,False,ubuntu/gnome-hitori; ubuntu/gnome-hitori; ubuntu/swell-foop
dpc-sdp/github-actions/.github/workflows/set_status.yml,dpc-sdp,github-actions,.github/workflows/set_status.yml,https://github.com/dpc-sdp/github-actions,,6,3,main,0,False,False,dpc-sdp/tide_demo_content; dpc-sdp/tide_authenticated_content; dpc-sdp/tide_authenticated_content
turbot/steampipe-workflows/.github/workflows/golangci-lint.yml,turbot,steampipe-workflows,.github/workflows/golangci-lint.yml,https://github.com/turbot/steampipe-workflows,,3,3,main,0,False,False,turbot/steampipe-plugin-splunk; turbot/steampipe-plugin-crtsh; turbot/steampipe-plugin-pipes
zopencommunity/meta/.github/workflows/build_and_test.yml,zopencommunity,meta,.github/workflows/build_and_test.yml,https://github.com/zopencommunity/meta,,3,3,main,0,False,False,zopencommunity/pvport; zopencommunity/moreutilsport; zopencommunity/sudoport
discourse/.github/.github/workflows/create-d-compat-branch.yml,discourse,.github,.github/workflows/create-d-compat-branch.yml,https://github.com/discourse/.github,,3,3,v1,0,False,False,discourse/discourse-theme-hibiscus; discourse/discourse-material-design-icons-filled; discourse/discourse-browser-history
jenkins-infra/jenkins-security-scan/.github/workflows/jenkins-security-scan.yaml,jenkins-infra,jenkins-security-scan,.github/workflows/jenkins-security-scan.yaml,https://github.com/jenkins-infra/jenkins-security-scan,,3,3,v2,0,False,False,jenkinsci/jmh-report-plugin; jenkinsci/jmh-report-plugin; jenkinsci/ant-plugin
fortify/shared-doc-resources/.github/workflows/update-repo-docs.yml,fortify,shared-doc-resources,.github/workflows/update-repo-docs.yml,https://github.com/fortify/shared-doc-resources,,2,2,main,0,False,False,fortify/fortify-ssc-parser-burp; fortify/fortify-ssc-parser-burp
aws-actions/configure-aws-credentials,aws-actions,configure-aws-credentials,,https://github.com/aws-actions/configure-aws-credentials,https://github.com/marketplace/actions/configure-aws-credentials,2,2,v1,0,False,False,cds-snc/ui-automate; cds-snc/ui-automate
influxdata/validate-semantic-github-messages/.github/workflows/semantic.yml,influxdata,validate-semantic-github-messages,.github/workflows/semantic.yml,https://github.com/influxdata/validate-semantic-github-messages,,2,2,main,0,False,False,influxdata/influxdb-client-swift; influxdata/influxdb-client-swift
Hapag-Lloyd/Workflow-Templates/.github/workflows/default_welcome_message_callable.yml,Hapag-Lloyd,Workflow-Templates,.github/workflows/default_welcome_message_callable.yml,https://github.com/Hapag-Lloyd/Workflow-Templates,,2,2,,1,True,False,Hapag-Lloyd/Renovate-Global-Configuration; Hapag-Lloyd/Renovate-Global-Configuration
peter-evans/create-pull-request,peter-evans,create-pull-request,,https://github.com/peter-evans/create-pull-request,https://github.com/marketplace/actions/create-pull-request,2,2,v8,1,True,True,kyoh86/ddu-source-git_diff_tree; Geonovum/geooptijd
adafruit/workflows-circuitpython-libs/release-gh,adafruit,workflows-circuitpython-libs,release-gh,https://github.com/adafruit/workflows-circuitpython-libs,,2,2,main,0,False,False,adafruit/Adafruit_CircuitPython_FXAS21002C; adafruit/Adafruit_CircuitPython_FXAS21002C
peter-evans/find-comment,peter-evans,find-comment,,https://github.com/peter-evans/find-comment,https://github.com/marketplace/actions/find-comment,4,2,v2,0,False,False,npm/read-package-json-fast; npm/hosted-git-info
LouisBrunner/checks-action,LouisBrunner,checks-action,,https://github.com/LouisBrunner/checks-action,https://github.com/marketplace/actions/checks-action,4,2,v1.6.0,0,False,False,npm/read-package-json-fast; npm/hosted-git-info
peter-evans/create-or-update-comment,peter-evans,create-or-update-comment,,https://github.com/peter-evans/create-or-update-comment,https://github.com/marketplace/actions/create-or-update-comment,10,2,v3,0,False,False,npm/read-package-json-fast; npm/hosted-git-info
rapidsai/shared-workflows/.github/workflows/project-get-set-single-select-field.yaml,rapidsai,shared-workflows,.github/workflows/project-get-set-single-select-field.yaml,https://github.com/rapidsai/shared-workflows,,4,2,branch-25.06; main,0,False,False,rapidsai/cudf; rapidsai/cudf
swiftlang/github-workflows/.github/workflows/soundness.yml,swiftlang,github-workflows,.github/workflows/soundness.yml,https://github.com/swiftlang/github-workflows,,2,2,main,0,False,False,apple/swift-algorithms; apple/swift-service-context
ncipollo/release-action,ncipollo,release-action,,https://github.com/ncipollo/release-action,https://github.com/marketplace/actions/release-action,2,2,v1,0,False,False,helsingborg-stad/render-blade-view; helsingborg-stad/render-blade-view
codacy/git-version,codacy,git-version,,https://github.com/codacy/git-version,https://github.com/marketplace/actions/git-version,2,2,2.7.1,0,False,False,helsingborg-stad/render-blade-view; helsingborg-stad/render-blade-view
cloudposse-terraform-components/.github/.github/workflows/shared-release-branches.yml,cloudposse-terraform-components,.github,.github/workflows/shared-release-branches.yml,https://github.com/cloudposse-terraform-components/.github,,2,2,main,0,False,False,cloudposse-terraform-components/aws-glue-connection; cloudposse-terraform-components/aws-dns-primary
cloudposse/.github/.github/workflows/shared-release-branches.yml,cloudposse,.github,.github/workflows/shared-release-branches.yml,https://github.com/cloudposse/.github,,2,2,main,0,False,False,cloudposse/terraform-null-smtp-mail; cloudposse/terraform-aws-ssm-tls-self-signed-cert
redhat-actions/openshift-tools-installer,redhat-actions,openshift-tools-installer,,https://github.com/redhat-actions/openshift-tools-installer,https://github.com/marketplace/actions/openshift-tools-installer,2,2,v1,0,False,False,bcgov/nr-ems-wr; bcgov/nr-ems-wr
bcgov/quickstart-openshift-helpers/.github/workflows/.pr-close.yml,bcgov,quickstart-openshift-helpers,.github/workflows/.pr-close.yml,https://github.com/bcgov/quickstart-openshift-helpers,,2,2,v0.8.3,0,False,False,bcgov/nr-ems-wr; bcgov/nr-ems-wr
terraform-docs/gh-actions,terraform-docs,gh-actions,,https://github.com/terraform-docs/gh-actions,https://github.com/marketplace/actions/gh-actions,2,2,v1.2.0,0,False,False,canada-ca-terraform-modules/terraform-azurerm-caf-runbook; canada-ca-terraform-modules/terraform-azurerm-caf-runbook
ipdxco/unified-github-workflows/.github/workflows/go-test.yml,ipdxco,unified-github-workflows,.github/workflows/go-test.yml,https://github.com/ipdxco/unified-github-workflows,,2,2,v1.0,0,False,False,ipfs/go-ipfs-pq; ipfs/go-ipfs-pq
golangci/golangci-lint-action,golangci,golangci-lint-action,,https://github.com/golangci/golangci-lint-action,https://github.com/marketplace/actions/golangci-lint-action,2,2,,2,True,False,auth0/go-jwt-middleware; falcosecurity/falcosidekick
ministryofjustice/hmpps-github-actions/.github/workflows/gradle_verify.yml,ministryofjustice,hmpps-github-actions,.github/workflows/gradle_verify.yml,https://github.com/ministryofjustice/hmpps-github-actions,,2,2,v2,0,False,False,ministryofjustice/hmpps-external-movements-api; ministryofjustice/hmpps-nomis-mapping-service
opensearch-project/dashboards-anywhere/.github/workflows/functional-test-template.yml,opensearch-project,dashboards-anywhere,.github/workflows/functional-test-template.yml,https://github.com/opensearch-project/dashboards-anywhere,,6,2,observability; previewchangefeature; searchapps,0,False,False,opensearch-project/dashboards-anywhere; opensearch-project/dashboards-anywhere
ministryofjustice/hmpps-github-actions/.github/workflows/kotlin_validate.yml,ministryofjustice,hmpps-github-actions,.github/workflows/kotlin_validate.yml,https://github.com/ministryofjustice/hmpps-github-actions,,2,2,v2,0,False,False,ministryofjustice/hmpps-electronic-monitoring-data-insights-api; ministryofjustice/hmpps-person-on-probation-user-api
sourcegraph/workflows/.github/workflows/report-job-failure.yml,sourcegraph,workflows,.github/workflows/report-job-failure.yml,https://github.com/sourcegraph/workflows,,2,2,main,0,False,False,sourcegraph/terraform-aws-executors; sourcegraph/terraform-aws-executors
Azure/tfmod-scaffold/.github/workflows/pr-check.yaml,Azure,tfmod-scaffold,.github/workflows/pr-check.yaml,https://github.com/Azure/tfmod-scaffold,,2,2,main,0,False,False,Azure/terraform-azapi-hybridcontainerservice; Azure/terraform-azapi-hybridcontainerservice
ministryofjustice/hmpps-github-actions/.github/workflows/node_build.yml,ministryofjustice,hmpps-github-actions,.github/workflows/node_build.yml,https://github.com/ministryofjustice/hmpps-github-actions,,2,2,v2,0,False,False,ministryofjustice/check-my-diary; ministryofjustice/hmpps-manage-adjudications
ministryofjustice/hmpps-github-actions/.github/workflows/node_unit_tests.yml,ministryofjustice,hmpps-github-actions,.github/workflows/node_unit_tests.yml,https://github.com/ministryofjustice/hmpps-github-actions,,2,2,v2,0,False,False,ministryofjustice/check-my-diary; ministryofjustice/hmpps-manage-adjudications
astral-sh/setup-uv,astral-sh,setup-uv,,https://github.com/astral-sh/setup-uv,https://github.com/marketplace/actions/setup-uv,3,2,v6,1,True,True,pallets/itsdangerous; run-llama/liteparse
opensearch-project/dashboards-anywhere/.github/workflows/deployment-template.yml,opensearch-project,dashboards-anywhere,.github/workflows/deployment-template.yml,https://github.com/opensearch-project/dashboards-anywhere,,6,2,main,0,False,False,opensearch-project/dashboards-anywhere; opensearch-project/dashboards-anywhere
dpc-sdp/github-actions/.github/workflows/tide_merge_to_reference.yml,dpc-sdp,github-actions,.github/workflows/tide_merge_to_reference.yml,https://github.com/dpc-sdp/github-actions,,2,2,main,0,False,False,dpc-sdp/tide_authenticated_content; dpc-sdp/tide_authenticated_content
rapidsai/shared-workflows/.github/workflows/project-get-item-id.yaml,rapidsai,shared-workflows,.github/workflows/project-get-item-id.yaml,https://github.com/rapidsai/shared-workflows,,2,2,branch-25.06; main,0,False,False,rapidsai/cudf; rapidsai/cudf
step-security/harden-runner,step-security,harden-runner,,https://github.com/step-security/harden-runner,https://github.com/marketplace/actions/harden-runner,2,2,v2,1,True,True,Azure/ALZ-Bicep; nvm-sh/nvm
superbrothers/close-pull-request,superbrothers,close-pull-request,,https://github.com/superbrothers/close-pull-request,https://github.com/marketplace/actions/close-pull-request,2,2,v3,0,False,False,symfony/zulip-notifier; symfony/sms77-notifier
Forsakringskassan/.github/.github/workflows/maven-ci.yaml,Forsakringskassan,.github,.github/workflows/maven-ci.yaml,https://github.com/Forsakringskassan/.github,,2,2,main,0,False,False,Forsakringskassan/rimfrost-framework-handlaggning-adapter; Forsakringskassan/rimfrost-adapter-arbetsgivare
jenkins-infra/github-reusable-workflows/.github/workflows/maven-cd.yml,jenkins-infra,github-reusable-workflows,.github/workflows/maven-cd.yml,https://github.com/jenkins-infra/github-reusable-workflows,,2,2,v1,0,False,False,jenkinsci/workflow-scm-step-plugin; jenkinsci/ant-plugin
Forsakringskassan/.github/.github/workflows/pnr-scanner.yaml,Forsakringskassan,.github,.github/workflows/pnr-scanner.yaml,https://github.com/Forsakringskassan/.github,,2,2,main,0,False,False,Forsakringskassan/rimfrost-framework-handlaggning-adapter; Forsakringskassan/rimfrost-adapter-arbetsgivare
nationalarchives/ds-github-actions/.github/workflows/website-theme-deploy.yml,nationalarchives,ds-github-actions,.github/workflows/website-theme-deploy.yml,https://github.com/nationalarchives/ds-github-actions,,6,2,main,0,False,False,nationalarchives/tna-child-archives-inspire; nationalarchives/tna-child-archives-inspire
OpenAstronomy/github-actions-workflows/.github/workflows/tox.yml,OpenAstronomy,github-actions-workflows,.github/workflows/tox.yml,https://github.com/OpenAstronomy/github-actions-workflows,,8,2,main; v1; v2,0,False,False,sunpy/sunpy; sunpy/sunpy
sunpy/github-actions-workflows/.github/workflows/publish.yml,sunpy,github-actions-workflows,.github/workflows/publish.yml,https://github.com/sunpy/github-actions-workflows,,2,2,main,0,False,False,sunpy/sunpy; sunpy/sunpy
OpenAstronomy/github-actions-workflows/.github/workflows/publish_pure_python.yml,OpenAstronomy,github-actions-workflows,.github/workflows/publish_pure_python.yml,https://github.com/OpenAstronomy/github-actions-workflows,,2,2,main; v2,0,False,False,sunpy/sunpy; sunpy/sunpy
Cadair/matrix-notify-action,Cadair,matrix-notify-action,,https://github.com/Cadair/matrix-notify-action,https://github.com/marketplace/actions/matrix-notify-action,2,2,main,0,False,False,sunpy/sunpy; sunpy/sunpy
cla-assistant/github-action,cla-assistant,github-action,,https://github.com/cla-assistant/github-action,https://github.com/marketplace/actions/github-action,2,2,v2.1.2-beta,0,False,False,oracle-devrel/terraform-oci-code-server; oracle-devrel/terraform-oci-multi-arch-generic-compute
codecov/codecov-action,codecov,codecov-action,,https://github.com/codecov/codecov-action,https://github.com/marketplace/actions/codecov-action,2,2,v4; v5,0,False,False,open-cluster-management-io/cluster-permission; aio-libs/aiohttp-debugtoolbar
1password/load-secrets-action,1password,load-secrets-action,,https://github.com/1password/load-secrets-action,https://github.com/marketplace/actions/load-secrets-action,2,2,,1,True,False,minder-load-tests/demo-go-602; minder-load-tests/demo-go-525
slackapi/slack-github-action,slackapi,slack-github-action,,https://github.com/slackapi/slack-github-action,https://github.com/marketplace/actions/slack-github-action,2,2,v2.1.1,1,True,True,DataDog/dd-trace-js; apollographql/rover
rapidsai/shared-workflows/.github/workflows/wheels-test.yaml,rapidsai,shared-workflows,.github/workflows/wheels-test.yaml,https://github.com/rapidsai/shared-workflows,,3,2,branch-25.08; branch-25.10,0,False,False,rapidsai/cuml; rapidsai/nx-cugraph
rapidsai/shared-workflows/.github/workflows/conda-python-tests.yaml,rapidsai,shared-workflows,.github/workflows/conda-python-tests.yaml,https://github.com/rapidsai/shared-workflows,,4,2,branch-25.08; branch-25.10,0,False,False,rapidsai/cuml; rapidsai/nx-cugraph
turbot/steampipe-workflows/.github/workflows/sync-labels.yml,turbot,steampipe-workflows,.github/workflows/sync-labels.yml,https://github.com/turbot/steampipe-workflows,,2,2,main,0,False,False,turbot/steampipe-mod-gcp-compliance; turbot/steampipe-mod-gcp-compliance
turbot/steampipe-workflows/.github/workflows/steampipe-anywhere.yml,turbot,steampipe-workflows,.github/workflows/steampipe-anywhere.yml,https://github.com/turbot/steampipe-workflows,,2,2,main,0,False,False,turbot/steampipe-plugin-equinix; turbot/steampipe-plugin-equinix
ljharb/actions/.github/workflows/rebase.yml,ljharb,actions,.github/workflows/rebase.yml,https://github.com/ljharb/actions,,1,1,main,0,False,False,ljharb/call-bind
microsoft/mu_devops/.github/workflows/LabelSyncer.yml,microsoft,mu_devops,.github/workflows/LabelSyncer.yml,https://github.com/microsoft/mu_devops,,1,1,v10.0.0,0,False,False,microsoft/mu_feature_dfci
turbot/steampipe-workflows/.github/workflows/registry-publish-ghcr.yml,turbot,steampipe-workflows,.github/workflows/registry-publish-ghcr.yml,https://github.com/turbot/steampipe-workflows,,1,1,main,0,False,False,turbot/steampipe-plugin-ibm
Kong/kong-license,Kong,kong-license,,https://github.com/Kong/kong-license,https://github.com/marketplace/actions/kong-license,1,1,master,0,False,False,Kong/kong-pongo
Hapag-Lloyd/Workflow-Templates/.github/workflows/default_stale_callable.yml,Hapag-Lloyd,Workflow-Templates,.github/workflows/default_stale_callable.yml,https://github.com/Hapag-Lloyd/Workflow-Templates,,1,1,,1,True,False,Hapag-Lloyd/.github
rapidsai/shared-workflows/.github/workflows/conda-cpp-post-build-checks.yaml,rapidsai,shared-workflows,.github/workflows/conda-cpp-post-build-checks.yaml,https://github.com/rapidsai/shared-workflows,,1,1,branch-25.08,0,False,False,rapidsai/cuml
rapidsai/shared-workflows/.github/workflows/conda-cpp-tests.yaml,rapidsai,shared-workflows,.github/workflows/conda-cpp-tests.yaml,https://github.com/rapidsai/shared-workflows,,1,1,branch-25.08,0,False,False,rapidsai/cuml
city-of-helsinki/drupal-gh-actions/.github/workflows/project-tests.yml,city-of-helsinki,drupal-gh-actions,.github/workflows/project-tests.yml,https://github.com/city-of-helsinki/drupal-gh-actions,,1,1,main,0,False,False,City-of-Helsinki/drupal-helfi-etusivu
pulumi/esc-action,pulumi,esc-action,,https://github.com/pulumi/esc-action,https://github.com/marketplace/actions/esc-action,1,1,,1,True,False,pulumi/pulumi-fastly
jdx/mise-action,jdx,mise-action,,https://github.com/jdx/mise-action,https://github.com/marketplace/actions/mise-action,1,1,v3,0,False,False,pulumi/pulumi-fastly
salesforcecli/github-workflows/.github/workflows/unitTest.yml,salesforcecli,github-workflows,.github/workflows/unitTest.yml,https://github.com/salesforcecli/github-workflows,,1,1,main,0,False,False,salesforcecli/plugin-flow
it-at-m/lhm_actions/action-templates/actions/action-checkout,it-at-m,lhm_actions,action-templates/actions/action-checkout,https://github.com/it-at-m/lhm_actions,,1,1,,1,True,False,it-at-m/keycloak-require-http-header-authenticator-plugin
it-at-m/lhm_actions/action-templates/actions/action-npm-build,it-at-m,lhm_actions,action-templates/actions/action-npm-build,https://github.com/it-at-m/lhm_actions,,1,1,,1,True,False,it-at-m/keycloak-require-http-header-authenticator-plugin
it-at-m/lhm_actions/action-templates/actions/action-maven-build,it-at-m,lhm_actions,action-templates/actions/action-maven-build,https://github.com/it-at-m/lhm_actions,,1,1,,1,True,False,it-at-m/keycloak-require-http-header-authenticator-plugin
jenkins-infra/github-reusable-workflows/.github/workflows/auto-merge-safe-deps.yml,jenkins-infra,github-reusable-workflows,.github/workflows/auto-merge-safe-deps.yml,https://github.com/jenkins-infra/github-reusable-workflows,,1,1,v1,0,False,False,jenkinsci/durable-task-plugin
Sundsvallskommun/.github/.github/workflows/java-codeql.yml,Sundsvallskommun,.github,.github/workflows/java-codeql.yml,https://github.com/Sundsvallskommun/.github,,1,1,main,0,False,False,Sundsvallskommun/api-service-byggr-integrator
securego/gosec,securego,gosec,,https://github.com/securego/gosec,https://github.com/marketplace/actions/gosec,1,1,master,0,False,False,open-cluster-management-io/cluster-permission
engineerd/setup-kind,engineerd,setup-kind,,https://github.com/engineerd/setup-kind,https://github.com/marketplace/actions/setup-kind,2,1,v0.5.0,0,False,False,open-cluster-management-io/cluster-permission
Homebrew/actions/setup-homebrew,Homebrew,actions,setup-homebrew,https://github.com/Homebrew/actions,,1,1,master,0,False,False,nvm-sh/nvm
ko-build/setup-ko,ko-build,setup-ko,,https://github.com/ko-build/setup-ko,https://github.com/marketplace/actions/setup-ko,1,1,,1,True,False,sigstore/fulcio
chainguard-dev/actions/setup-kind,chainguard-dev,actions,setup-kind,https://github.com/chainguard-dev/actions,,1,1,,1,True,False,sigstore/fulcio
chainguard-dev/actions/kind-diag,chainguard-dev,actions,kind-diag,https://github.com/chainguard-dev/actions,,1,1,,1,True,False,sigstore/fulcio
wp-cli/.github/.github/workflows/reusable-issue-triage.yml,wp-cli,.github,.github/workflows/reusable-issue-triage.yml,https://github.com/wp-cli/.github,,1,1,main,0,False,False,wp-cli/embed-command
zopencommunity/meta/actions,zopencommunity,meta,actions,https://github.com/zopencommunity/meta,,1,1,main,0,False,False,zopencommunity/netpbmport
actions-ecosystem/action-remove-labels,actions-ecosystem,action-remove-labels,,https://github.com/actions-ecosystem/action-remove-labels,https://github.com/marketplace/actions/action-remove-labels,1,1,,1,True,False,qnx/protobuf
insightsengineering/r.pkg.template/.github/workflows/roxygen.yaml,insightsengineering,r.pkg.template,.github/workflows/roxygen.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/gitleaks.yaml,insightsengineering,r.pkg.template,.github/workflows/gitleaks.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/spelling.yaml,insightsengineering,r.pkg.template,.github/workflows/spelling.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/links.yaml,insightsengineering,r.pkg.template,.github/workflows/links.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/version-bump.yaml,insightsengineering,r.pkg.template,.github/workflows/version-bump.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/version.yaml,insightsengineering,r.pkg.template,.github/workflows/version.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/licenses.yaml,insightsengineering,r.pkg.template,.github/workflows/licenses.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/style.yaml,insightsengineering,r.pkg.template,.github/workflows/style.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
insightsengineering/r.pkg.template/.github/workflows/grammar.yaml,insightsengineering,r.pkg.template,.github/workflows/grammar.yaml,https://github.com/insightsengineering/r.pkg.template,,1,1,main,0,False,False,insightsengineering/roxy.shinylive
i-dot-ai/i-dot-ai-core-github-actions/.github/workflows/start-runner.yml,i-dot-ai,i-dot-ai-core-github-actions,.github/workflows/start-runner.yml,https://github.com/i-dot-ai/i-dot-ai-core-github-actions,,1,1,main,0,False,False,i-dot-ai/consult
i-dot-ai/i-dot-ai-core-github-actions/.github/workflows/apply-terraform.yml,i-dot-ai,i-dot-ai-core-github-actions,.github/workflows/apply-terraform.yml,https://github.com/i-dot-ai/i-dot-ai-core-github-actions,,1,1,main,0,False,False,i-dot-ai/consult
i-dot-ai/i-dot-ai-core-github-actions/.github/workflows/stop-runner.yml,i-dot-ai,i-dot-ai-core-github-actions,.github/workflows/stop-runner.yml,https://github.com/i-dot-ai/i-dot-ai-core-github-actions,,1,1,main,0,False,False,i-dot-ai/consult
huggingface/hf-workflows/.github/workflows/transformers_amd_ci_scheduled.yaml,huggingface,hf-workflows,.github/workflows/transformers_amd_ci_scheduled.yaml,https://github.com/huggingface/hf-workflows,,4,1,main,0,False,False,huggingface/transformers
