workflow_blob_url,line_number,weakness_type,evidence,explanation
https://github.com/fortinet-fortisoar/connector-one-identity/blob/b9440a22203ef94de1ba6df167e89b41edb7f2e5/.github/workflows/pytest_checks.yml,1,Hardening Gap Weakness (HGW),name: Pytest Checks (no security scanning step),"CI pipeline runs project code with no integrated security scanning (SAST, dependency audit, or secret scanning) step."
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,3,Privileged Trigger Weakness (PTW),on: pull_request_target,"pull_request_target runs in the trusted base-repo context with secrets; combined with checking out the untrusted PR head ref/repo (lines 18-19), untrusted fork content is processed with access to GHCR_PAT and GITHUB_TOKEN."
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,1,Excessive Permission Weakness (EPW),on: pull_request_target (no permissions: block),"No permissions: declared; on a pull_request_target trigger the default token is highly privileged, magnifying the impact of the untrusted checkout."
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,16,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v2,"Action referenced by mutable tag v2, not a pinned commit SHA."
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,16,GitHub Runner Compatibility Weakness (GRCW),uses: actions/checkout@v2,checkout@v2 is an outdated major version relying on the deprecated Node 12 runtime.
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,26,Unpinned Dependency Weakness (UDW),uses: oracle-devrel/action-license-audit@1.0.2,"Third-party action pinned to a mutable version tag, not a commit SHA."
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,34,Unpinned Dependency Weakness (UDW),uses: mshick/add-pr-comment@v1,"Third-party action referenced by the floating major tag v1, not a commit SHA."
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,31,Injection Weakness (IW),"echo ""${{ steps.analysis.outputs.unapproved_licenses }}""","Step output interpolated directly in run: command; in a pull_request_target context the output is derived from attacker-controlled PR code checked out at lines 18-19, enabling shell injection."
https://github.com/Automattic/jetpack-error/blob/d40695275ff442b91a1c85931064b3a68b97cc45/.github/workflows/autotagger.yml,28,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v6,Action referenced by mutable tag v6 instead of a pinned commit SHA.
https://github.com/simp/pupmod-simp-simp_ds389/blob/5e1c6f6552d848a9b97c498691807e33256ff740/.github/workflows/validate_tokens.yml,1,Excessive Permission Weakness (EPW),name: 'Manual: Validate API tokens' (no top-level permissions: block),No permissions: declared; default GITHUB_TOKEN is over-privileged. Restrict to least privilege (contents: read).
https://github.com/simp/pupmod-simp-clamav/blob/290792aa363d951d48cc07077bfc3a29686e3919/.github/workflows/validate_tokens.yml,1,Excessive Permission Weakness (EPW),name: 'Manual: Validate API tokens' (no top-level permissions: block),No permissions: declared; default GITHUB_TOKEN is over-privileged. Restrict to least privilege (contents: read).
https://github.com/canonical/ngc-integrator-operator/blob/ceb9fe2147451b14a54c14088e831331f61e8769/.github/workflows/on_pull_request.yaml,1,Excessive Permission Weakness (EPW),on: pull_request (no permissions: block),No permissions: declared at the caller level; default GITHUB_TOKEN is over-privileged. Restrict to least privilege.
https://github.com/tesseract-ocr/tesseract/blob/d39177e500df776709d7234abd2f5bae6bfacd16/.github/workflows/unittest.yml,1,Excessive Permission Weakness (EPW),name: unittest (no top-level permissions: block),No permissions: declared; default GITHUB_TOKEN is over-privileged for a test pipeline. Restrict to contents: read.
https://github.com/tesseract-ocr/tesseract/blob/d39177e500df776709d7234abd2f5bae6bfacd16/.github/workflows/unittest.yml,29,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v4,"Action referenced by mutable tag v4, not a pinned commit SHA."
https://github.com/tesseract-ocr/tesseract/blob/d39177e500df776709d7234abd2f5bae6bfacd16/.github/workflows/unittest.yml,75,Artifact Integrity Weakness (AIW),git clone https://github.com/egorpugin/tessdata tessdata_unittest,"An external git repository is cloned over the network and its fonts/tessdata are copied into the test environment with no integrity/checksum/signature verification, allowing upstream tampering."
https://github.com/tesseract-ocr/tesseract/blob/d39177e500df776709d7234abd2f5bae6bfacd16/.github/workflows/unittest.yml,1,Hardening Gap Weakness (HGW),name: unittest (no security scanning step),"Builds Tesseract and runs unit tests with no integrated security scanning (SAST, dependency audit, or secret scanning) step."
https://github.com/aws-amplify/amplify-flutter/blob/6e958865b2417ce4d47fdc6d8c7b8f03aa617246/.github/workflows/rest_xml_v2.yaml,59,Excessive Permission Weakness (EPW),permissions: id-token: write / contents: read,id-token: write is granted at the workflow level to all four jobs; this is broader than necessary if not every job needs OIDC and should be scoped per-job.
https://github.com/aws-amplify/amplify-flutter/blob/6e958865b2417ce4d47fdc6d8c7b8f03aa617246/.github/workflows/rest_xml_v2.yaml,72,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/aws-amplify/amplify-flutter/blob/6e958865b2417ce4d47fdc6d8c7b8f03aa617246/.github/workflows/rest_xml_v2.yaml,79,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/aws-amplify/amplify-flutter/blob/6e958865b2417ce4d47fdc6d8c7b8f03aa617246/.github/workflows/rest_xml_v2.yaml,86,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/aws-amplify/amplify-flutter/blob/6e958865b2417ce4d47fdc6d8c7b8f03aa617246/.github/workflows/rest_xml_v2.yaml,93,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,1,Excessive Permission Weakness (EPW),on: pull_request (no permissions: block),No permissions: declared at the caller level; default GITHUB_TOKEN is over-privileged. Restrict to least privilege.
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,11,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/build_rocks.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,22,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/run_tests.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,24,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow, exposing every secret."
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,28,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/scan_images.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,30,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow, exposing every secret."
https://github.com/canonical/cert-manager-rock/blob/b3013b8d1cab80669763b69a287f885bfde2642f/.github/workflows/pull_request.yaml,37,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/assemble_multiarch_image.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/libvpl-tools-debian-packaging/blob/68bc0846b81245515607219e0e88b431c3a3ca49/.github/workflows/pr-draft.yml,40,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/libvpl-tools-debian-packaging/blob/68bc0846b81245515607219e0e88b431c3a3ca49/.github/workflows/pr-draft.yml,109,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/libvpl-tools-debian-packaging/blob/68bc0846b81245515607219e0e88b431c3a3ca49/.github/workflows/pr-draft.yml,136,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,1,Excessive Permission Weakness (EPW),on: pull_request (no permissions: block),No permissions: declared at the caller level; default GITHUB_TOKEN is over-privileged. Restrict to least privilege.
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,11,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/build_rocks.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,22,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/run_tests.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,24,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow, exposing every secret."
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,28,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/scan_images.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,30,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow, exposing every secret."
https://github.com/canonical/metallb-rocks/blob/e12003914345725800a92c953621d73c622a0c80/.github/workflows/pull_request.yaml,37,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/assemble_multiarch_image.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/checkbox/blob/749ed2a9e19ae42bc56fe477b2bbc59fb37a7342/.github/workflows/daily-builds.yml,1,Excessive Permission Weakness (EPW),name: Daily builds (no top-level permissions: block),No permissions: declared; default GITHUB_TOKEN is over-privileged. Restrict to least privilege.
https://github.com/canonical/checkbox/blob/749ed2a9e19ae42bc56fe477b2bbc59fb37a7342/.github/workflows/daily-builds.yml,22,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v4,"Action referenced by mutable tag v4, not a pinned commit SHA."
https://github.com/canonical/checkbox/blob/749ed2a9e19ae42bc56fe477b2bbc59fb37a7342/.github/workflows/daily-builds.yml,43,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/checkbox/blob/749ed2a9e19ae42bc56fe477b2bbc59fb37a7342/.github/workflows/daily-builds.yml,49,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/checkbox/blob/749ed2a9e19ae42bc56fe477b2bbc59fb37a7342/.github/workflows/daily-builds.yml,55,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/checkbox/blob/749ed2a9e19ae42bc56fe477b2bbc59fb37a7342/.github/workflows/daily-builds.yml,61,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the reusable workflow, exposing every secret."
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,1,Excessive Permission Weakness (EPW),on: pull_request (no permissions: block),No permissions: declared at the caller level; default GITHUB_TOKEN is over-privileged. Restrict to least privilege.
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,11,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/build_rocks.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,22,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/run_tests.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,24,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow, exposing every secret."
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,28,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/scan_images.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,30,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow, exposing every secret."
https://github.com/canonical/sriov-dpdk-rocks/blob/0edc9e5191c083ef97b88cf912b8603de97c8ba7/.github/workflows/pull_request.yaml,37,Unpinned Dependency Weakness (UDW),uses: canonical/k8s-workflows/.github/workflows/assemble_multiarch_image.yaml@main,"External reusable workflow referenced by the floating @main branch, not a pinned commit SHA."
https://github.com/nextcloud/event_update_notification/blob/dbbcdeaefdb567c63514c2d9d109b194d9555370/.github/workflows/appstore-build-publish.yml,41,Known Vulnerable Component Weakness (KVCW),uses: skjnldsv/xpath-action@7e6a7c379d0e9abc8acaef43df403ab4fc4f770c,Workflow uses vulnerable action skjnldsv/xpath-action@7e6a7c379d0e9abc8acaef43df403ab4fc4f770c (kvcw_reason=direct; scanner findings at versions: 7e6a7c379d0e9abc8acaef43df403ab4fc4f770c; categories: deprecated_runtime).
https://github.com/nextcloud/event_update_notification/blob/dbbcdeaefdb567c63514c2d9d109b194d9555370/.github/workflows/appstore-build-publish.yml,75,Known Vulnerable Component Weakness (KVCW),uses: shivammathur/setup-php@c541c155eee45413f5b09a52248675b1a2575231,"Workflow uses vulnerable action shivammathur/setup-php@c541c155eee45413f5b09a52248675b1a2575231 (kvcw_reason=direct; scanner findings at versions: c541c155eee45413f5b09a52248675b1a2575231; categories: known_cve; network_exfil; CVEs: CVE-2026-46420; advisory ranges: >= 2.25.0, < 2.37.1; < 2.37.1)."
https://github.com/nextcloud/event_update_notification/blob/dbbcdeaefdb567c63514c2d9d109b194d9555370/.github/workflows/appstore-build-publish.yml,170,Known Vulnerable Component Weakness (KVCW),uses: nextcloud-releases/nextcloud-appstore-push-action@a011fe619bcf6e77ddebc96f9908e1af4071b9c1,Workflow uses vulnerable action nextcloud-releases/nextcloud-appstore-push-action@a011fe619bcf6e77ddebc96f9908e1af4071b9c1 (kvcw_reason=direct; scanner findings at versions: a011fe619bcf6e77ddebc96f9908e1af4071b9c1; categories: input_injection).
https://github.com/AdobeDocs/analytics.es-ES/blob/bbea3fecbed43fcc4f76c240e8063834f22fec7f/.github/workflows/assign-issue.yml,12,Known Vulnerable Component Weakness (KVCW),uses: pozil/auto-assign-issue@v1.3.0,Workflow uses vulnerable action pozil/auto-assign-issue@v1.3.0 (kvcw_reason=direct; scanner findings at versions: v1.3.0; categories: deprecated_runtime).
https://github.com/AdobeDocs/audience-manager.ja-JP/blob/7716288cec4103a9bb6f47bcb9a114e502a5d3e8/.github/workflows/assign-issue.yml,12,Known Vulnerable Component Weakness (KVCW),uses: pozil/auto-assign-issue@v1.3.0,Workflow uses vulnerable action pozil/auto-assign-issue@v1.3.0 (kvcw_reason=direct; scanner findings at versions: v1.3.0; categories: deprecated_runtime).
https://github.com/AdobeDocs/marketo-developer.de-DE/blob/bf104843e4d81c75f80e5f1f504bad0def780ca0/.github/workflows/assign-pr.yml,12,Known Vulnerable Component Weakness (KVCW),uses: pozil/auto-assign-issue@v1.3.0,Workflow uses vulnerable action pozil/auto-assign-issue@v1.3.0 (kvcw_reason=direct; scanner findings at versions: v1.3.0; categories: deprecated_runtime).
https://github.com/adafruit/Adafruit_CircuitPython_SCD30/blob/4f248d65784ee333a6797b92b62b86800f92c6e0/.github/workflows/failure-help-text.yml,19,Known Vulnerable Component Weakness (KVCW),uses: adafruit/circuitpython-action-library-ci-failed@v1,Workflow uses vulnerable action adafruit/circuitpython-action-library-ci-failed@v1 (kvcw_reason=direct; scanner findings at versions: v1; categories: deprecated_runtime).
https://github.com/oracle-devrel/platform-migration-group/blob/5d62b71ab335946a5641ad5961766f92cdb3eb3b/.github/workflows/license_audit.yml,34,Known Vulnerable Component Weakness (KVCW),uses: mshick/add-pr-comment@v1,Workflow uses vulnerable action mshick/add-pr-comment@v1 (kvcw_reason=direct; scanner findings at versions: v1; categories: deprecated_runtime).
https://github.com/ocicl/invistra/blob/f0aff9f6af8768c7e7d3c93928195e6d14617e25/.github/workflows/main.yml,23,Known Vulnerable Component Weakness (KVCW),uses: ocicl/ocicl-action/update-check@main,Workflow uses vulnerable action ocicl/ocicl-action/update-check@main (kvcw_reason=direct; scanner findings at versions: main; categories: input_injection).
https://github.com/ocicl/invistra/blob/f0aff9f6af8768c7e7d3c93928195e6d14617e25/.github/workflows/main.yml,29,Known Vulnerable Component Weakness (KVCW),uses: ocicl/ocicl-action@main,Workflow uses vulnerable action ocicl/ocicl-action@main (kvcw_reason=direct; scanner findings at versions: main; categories: input_injection).
